Chris B.,"New York, NY",3/17/2019,5.0,"Love ABC Kitchen! About as good as it gets in this price range for restaurant choices in Manhattan. Perfect place to take a date, huge restaurant with great ambiance, all the items on the menu are unique. Also a good place to take visitors to NYC.The entrance from the street is a little confusing, it's hard to tell which of the three ABC restaurants you are walking into. Service was top notch, and food was delicious. We ordered:crab toast with lemon aioli ($18) - this was so good I forgot to take a picture. It looks like all the other reviews. Must order!shaved raw fluke, apples, horseradish, blood oranges ($19) - creative unique, appetizer. Very delicious and not too unhealthy.faroe island salmon in mushroom crust, lemon emulsion, herbs ($36) - my girlfriend ordered this, she liked it.grilled pork chop, frill mustard with apple mostarda ($37) - I ordered the pork chop and I'm glad I did! The sauce was delicious. Recommendedshaved brussels sprouts slaw, mustard vinaigrette, cranberries, chives ($10) - I've never heard of brussel sprouts slaw before, but this was creative and good. Sorbet for dessert was very good. Overall great experience and will definitely be back. Highly recommended!"
Sonal B.,"New York, NY",6/14/2019,4.0,"Ordered the flat bread and the fish dish. Also ordered the sushi for an appetizer. Love the food, and the Decor the vibes.Also ordered a rhubarb dessert and it was amazing. I'm definitely going there again. It is a bit pricey though, but oh well but a special occasion might be OK"
Masha B.,"Brooklyn, NY",6/7/2019,4.0,"Came here because a wait to Sugarfish was 2 hours...and I was starving. I've had ABC Kitchen on my list for some time so when my friend suggested we check it out - i was more than happy to do so! We were able to get seated at the bar in the back and as we weaved our way through the restaurant towards our seat I 1) realized how cozy and charming this restaurant is and 2) this is literally the perfect restaurant for a date. On to the food - since it's been hot and humid in nyc lately, i haven't been craving heavier dishes/meat so i opted for fish. I generally prefer fish such as salmon, arctic char, but opted for the Black Sea Bass. It was good but i honestly expected more! My friend got the line caught tuna sashimi marinated with ginger and mint and that was super fresh and delicious! The cocktail i got was the ginger margarita and do not think the price ($18) justified the taste. Nothing groundbreaking here. Would probably opt for a glass of wine next time. I definitely will be back to try more things off the menu!"
Rachel G.,"New York, NY",6/10/2019,5.0,I came here for dinner by myself before a show and sat at the bar.  Food starts being served at 5:30 pm.  I really enjoyed the food and the atmosphere.  The bar area is very pretty.  I had the ravioli and their service was quick.  They were very attentive to me and I enjoyed my dinner and reading during it.  It is not an inexpensive meal but I only had the one entree.  They also gave bread with olive oil.
Marilyn Y.,"New York, NY",6/16/2019,4.0,"Been wanting to come here for a while now and finally made it here last night with my boyfriend for a late dinner around 10 PM! The restaurant itself has a nice rustic ambiance; very farm-chic and romantic. Service throughout was also quick and friendly!We had the pretzel-crusted calamari and tuna sashimi to start - both were delicious!! I was a bigger fan of the tuna sashimi out of the two appetizers - the fish tasted fresh and I enjoyed the sour/citrus-y flavor.For my entree, I had the sea bass, which was replaced with snapper for the evening. I particularly enjoyed the chiles on the dish, and the broth as well! Taking off a star since I actually had wanted to try the salmon, but unfortunately they had sold out of salmon by the time we had arrived. Nevertheless, I hope to be back to try it another time!For dessert, we shared the chocolate cake, and it was the best chocolate cake I've had in a while! I loved the toasted marshmallow icing and the malted chocolate bits. All in all, a great meal! Would expect nothing less of a Jean-Georges Vongerichten restaurant!"
Dina K.,"Manhattan, New York, NY",3/11/2019,5.0,"Came here with my parents for my birthday dinner and would recommend for any occasion-Service: The service needs to be noted here as it's impeccable. It felt like there was a team of servers all dedicated to helping out the table and no matter who you asked to help, all of them were more than happy to help. Food came quickly, everyone was super friendly, and overall very pleasant Food: Where to start?-Cocktails- got the Citrus Sparkler which definitely focused on the champagne. Also tried the sake which was nice, light, and crisp-Calamari- well fried, thoroughly breaded, delicious -Ricotta - great crusty bread and a good portion of the spread-Fluke and Tuna Sashimis- keeping these together but both had their own flavors and were both amazing, recommend for sure -Sea Bass- this was my meal, well prepared, flakey and great portion size. There was a broth in the bowl that was seasoned with thyme and rosemary and was unlike any preparation I've tried before, very good!-Fried chicken- half chicken deboned and cooked tempura style, was very juicy -Ricotta ravioli- classic and good -Chocolate Cake- super moist and flavorful-Cookie Plate- options for everyone!Atmosphere: The overall restaurant is super different. Everything is different yet somehow it all works together (lights, plates, anything). I appreciated the decor and presentation. A bit dark but otherwise great Would 100% return"
Sherry J.,"Manhattan, NY",4/10/2019,3.0,"What I love:- Bar area with beautiful sunlight coming through the windows- Two or three high top tables- The food actually tastes very good. I had the egg and fried oysters and I would definitely recommend it- The service was really goodProblems:- The interior is very dark, not the best when you come here on a sunny day- They keep people waiting at the front of the restaurant when they have a ton of empty tables around. (Are they not well staffed?)- My friend ordered the kale salad with salmon added on and it was basically a piece of salmon sitting on a plate full of kale. Not worth the $31. There are other restaurants out there that have food that tastes good but at a worthy price."
Matt H.,"Philadelphia, PA",3/4/2019,4.0,"It's been 5 years since I last ate here, but ABC kitchen still delivers. I was pleasantly surprised my group was able to get bar seating on a busy saturday night! The atmosphere is really nice and they have a variety of settings - main dining room has dim lighting that is great for dates, and no matter where you are seated, you'll be surrounded by fresh and modern decor. Likewise, the menu offers dishes with unique and refreshing taste. A few highlights:Crab toast: a delight to share with the table. Honestly I'm not a huge fan of crab to begin with, but this dish really works for me. Pairs well with the lemon aioli.Black Sea bass: Super fresh, and sits in a delicious herb broth. The fish skin was crispy, but otherwise was super moist!Pork Chop: the group's unanimous favorite - they give you a nice thick slab of juicy meat, rich in flavor. The apple mostarda was also tasty and balanced the meat well.Chocolate cake: has ganache in the filling, and has a toasted marshmellow icing - above average chocolate cake for sure!Service isn't the fastest, but the waiters were very polite and professional."
Dianne C.,"Brooklyn, Brooklyn, NY",7/8/2019,5.0,"What a wonderful dining experience. The food was fresh, delicious, and well portioned. They have great options for sharable appetizers as well as lots of entree choices for everyone's taste buds. The staffs are super helpful with great recommendations. It was an amazing dining experience. Will definitely be back."
Kristie P.,"New York, NY",2/17/2019,4.0,"Had Valentine's Day dinner super late (around 10:30) last week. Service was a bit slow and it took awhile before we got menus or offered  any water. We went with a bottle of Pinot Noir and some apps - crab toast and the shaved raw fluke. The crab was super fresh and served with a fab of what tasted like mayo. The fluke was absolutely delicious, flavor was well balanced with the horseradish and pieces of apple. For the main course, I went with the ricotta ravioli and my boyfriend had the friend chicken. The ravioli was definitely the best part of the meal. They were so fresh and tasted like they had been made by someone's grandmother! The chicken was definitely crispy though a bit bland. The mashed potatoes were super buttery and smooth. We also ordered the cheesecake, which had some sort of sesame crust and fresh blood orange on top. It was okay but very hard to eat, given how soft the crust was. Decor is beautiful, definitely very romantic dinner!"
Kate F.,"Fort Mitchell, KY",2/19/2019,4.0,"Mixed experience.  The hostess situation was bad - she checked us in and forgot we were there for over an hour (until I checked back in with her). Then seated us in the bar - which we specifically said not to.  The service- with Jesus as our main waiter- was very attentive.  The atmosphere is hip.Squash & ricotta app - surprisingly tasty!  My fav part of dinner.Calamari with pretzel app - good but not unique (tasted very typical of calamari).Bolognese pasta - good, though not sure I'd have again.  Spicy (which I like) but the spice took over the meaty flavor of the dish.  The pasta was done right.Sea bass - just not a fan.  Can't explain it, but was served in watery sauce with basil.  The basil overpowered.  The potatoes just didn't need to be there (lacked flavor). Disappointed.  Cookie appetizer - only liked the Malomar.  The rest was too sugary."
Rachel H.,"Simi Valley, CA",6/18/2019,3.0,"We celebrated my 50th Birthday here last week. Our experience was not what we had hoped. During our visit, for ambiance ABC Kitchen deserves 4 stars. For food, 4 stars. For service, 2 stars. We were seated and placed our drink order. We then didn't see our server for what felt like forever. Drink arrived, it was a nice martini. Our server eventually came to take our order, and our appetizer, the tuna sashimi arrived very quickly (brought to us by someone other than our server). It was delicious. Entrees came out soon thereafter but our sides did not. We tried to find our server, but could not so we dug into our entrees. My husband had the fried chicken which was very good and I had the bolognese over strozzapreti, which was tasty but the shape and cut of the pasta made it very awkward to eat. I finally was able to literally flag down the server to ask about the sides, she apologized and said she would get them. Another 10 minutes or so pass, and as she stopped by the table next to us to take their order, she mentioned that our sides were ""coming out now"". They didn't. At least another 10 minutes later, when we were then finished with our entrees, out came the sides. The server never came by the table again during the meal, someone else took our dessert order and brought it to us. The server did bring us the check and here's where things really went off the rail. As I was writing up the tip and and signing the check, she decided to clear our table of the remaining glasses and side plates! Literally hovering over us in an obtrusive way as I wrote up the check (I still gave her over 20%) and clearing things. So, now that we are ready to leave she can finally pay attention to our table? My husband is about as easy going as they come, and he was livid. Her service issues were not just limited to us, the table next to us ordered a bottle of pinot and she brought out two champagne glasses and dropped them and left, then returned quite a while later with a bottle of champagne. They just looked at her like WHAT THE??? The older gentleman had to explain that it was pinot not champagne. It then took a considerable amount of time for her to return with the wine, and they were finished with their entrees. None of this is the end of the world, but we chose ABC for my big milestone birthday because of its reputation. We figured it would be a sure thing. Were it not for the terrible service, it would have been a lovely evening."
Josie L.,"Hartford, CT",5/20/2019,3.0,Honestly hate to give anything but a 5 stars to ABC kitchen because I've been here so many times and it's usually amazing. The last time i went though i got a mushroom pizza with and egg and the pizza was actually wet.As a Brooklyn gal Born and raised i hate when people eat their pizza with a fork but i couldn't even pick this pizza up because it was so soggy. The flavors were great but the texture of the pizza really made it hard to enjoy! Besides the soggy pizza we had the pea soup which i always enjoy and the fluke (i think) crudo. We also had a salad with roasted carrot and avocado which were good too!
Linda W.,"New York, NY",1/28/2019,3.0,"Went for restaurant week last week. A little disappointing I'm not going to lie. Shaved raw fluke with apples and oranges was a complete miss, both taste and presentationThe entree was much better. Salmon on bob salad was cooked to perfection. And the fried chicken with spinach was good as well. They were gracious and just let us sit there for ages while we chatted, but I really was expecting more from the restaurant"
Marwan A.,"Grosse Pointe, MI",7/6/2019,5.0,What a place. Nice vibe. Great food. Excellent service. The food was so delicate and flavorful. Will be on my list for returns. They are vested in the quality of service and food. It shows. Go there!!
Tina W.,"New York, NY",11/27/2018,4.0,"This location is in a prime location - right next to Union Square. And it's spacious.Location: very close to the subway where you can access it easily. Food: basically, ordered everything and nothing disappointed. With wine selection ,their food , and even their dessert are right on point.Service: very considerate and nice. We had lots of request because it's our anneversary and they can accomodate very well.Price: okayThe only disappointment here is their kitchen applications and decorations. The decoration seems to be cheap that it's not as decent as the good.Overall, if you're here looking for food, here it is. If you are here loooking for romance, oh-no, it may not be your top priority here."
Mal C.,"Las Vegas, NV",11/9/2018,3.0,"The food is still delicious and the bussing staff was wonderful, but I extend a 3 star rating because of the waiter that our table had. The waiter was rude from the first encounter. We had a five year old in the group, but he was behaving well and there was no reason to approach us sideways. We decided to share food and when a couple of plates were cleared, a busser visited to remove them. We continued to stack empty plates on the side of our table in order to make space and avoid a mess for our little one. Then, the waiter came and said we don't clear the table until everyone is finished, but in this case I will take them. I live in Las Vegas and hearing this instead of ""how is everything"" and simply removing the items was ridiculous. I felt like we were assumed to not belong in the restaurant, even though we caused no scene or trouble. While I thoroughly enjoyed my experience in 2016, I was disappointed this visit. Of the food we had, the crab toast was the best. Other items were good but not memorable. Our least favorite was the broccoli rabe. The chili was overpowering and the flavor combo was not appealing."
Brittney G.,"Brooklyn, NY",1/3/2019,5.0,"All I can say is wow! This was one of the best meals I've had in awhile! Let's start with the customer service! We were a group of 10 there for our office Christmas party. The menu was personalized along with company name etc. everything was family style so it takes away from having to make a decision and you can just try everything on the menu. The waiters/waitresses went above and beyond. Anything we needed, they accommodated and the execution of this meal was flawless! Let's get on to the food:For the appetizers we had the sashimi tuna, the beet salad, and the ricotta cheese. Oh my god, I have never enjoyed beets but this beet salad was sent by the gods!! The tuna had a perfect flavor combination and the ricotta cheese was brilliantly smooth with a lite flavor. Not as harsh as some ricotta cheeses I've had. We also had the crab toast, the calimari, and the spinach pizza as well as the mushroom pizza. Everything was so fresh and flavorful!For the main courses: we had the pork chop, the ricotta ravioli and the seared salmon. Again, all executed perfectly. The pork chop was paired with spicy apples who've I have never experienced before but was so very pleased! For the sides: we had the mashed potatoes with sea salt, soooo creamy and flavorful!For desserts: we had the chocolate cake, the sundae with caramel pop corn and the almond cake. I was not a huge fan of the desserts I thought they were a bit too complex and needed to push back a bit on the strong flavor. But not bad at all, I didn't eat much of them honestly simply because I was so full from the rest of the meal!Thank you ABC Kitchen for such a pleasant experience! I will be back!"
Benson Y.,"New York, NY",2/25/2019,4.0,"ABC Kitchen is associated with the nearby ABC Carpet and Home.  Known for its cross between modern and classic design sensibilities, its wares are not cheap but they are whimsical and lovely to look at.  However if you ever wanted to have a meal inside the interior of ABC Carpet and Home, ABC Kitchen gives you that chance ! Walking into the restaurant feels like you have walked into a catalog complete with beautiful lighting, furniture and fixtures.  It is an absolutely gorgeous space with a modern, semi-rustic design.I came for a birthday brunch, so I was able to try several dishes.  Here is a rundown:CRAB TOAST WITH LEMON AIOLIThese small pieces of toast each came with a delicious crab salad.  The texture and flavor were both nice and smooth while the aioli gave it a bright ""bite"" of flavor.  Definitely get these!MUSHROOMS, PARMESAN, OREGANO & FARM EGG PIZZAThis small pizza is perfect for 3-4 people to share.  The egg may seem like an odd thing to add to a pizza, but all the flavors come together beautifully to create a very comforting dish.SCRAMBLED EGGS, CRISPY OYSTERS & HOT SAUCE BUTTERLike the egg on pizza above, this is a very unexpected combination of ingredients.  However, they somehow work together beautifully.  The egg was runny, just the way I like them and the crispy oysters offered a delicious contrast in both flavor and texture.  The hot sauce butter tied it all together.  This is a must-order!WOOD OVEN ROASTED MAINE LOBSTER (with Oregano & Lemon-Chili Vinaigrette)This was perhaps one of the most straight forward dishes we ordered.  While good, there was nothing outstanding about it.   It was moist, the vinaigrette was good, but I woul dnot say this is a ""must have"".Service was A+.  Our waiter was funny, attentive and answered all of our questions.  When his shift ended, he made a nice smooth hand off to our second waiter (who was also fantastic).Overall I loved my experience at ABC Kitchen and I cannot wait to go back."
Melissa D.,"Carmel, IN",3/3/2019,4.0,"Fun and great atmosphere. Loved decor and all that the restaurant stands for. The calamari was coated in pretzel crumbs which was very mild tasting but delicious. The crab toast was delicious and unique. Full of flavor and different that the norm of what you ""normally"" get on a menu, it was very light and flavorful. My pasta with bolognese was very good and spicy. So if you don't like spicy then stay clear. The porkchop on the menu was heavenly it was so juicy and tender and the apples added the perfect combo. It was spectacular. Got the shaved brussel spout slaw and it was bland, wouldn't get that again. Our server was super nice, but our service was slow at the same time. Needed to ask for a refill and to have my bread plate cleared after removing everything else. Overall, very minor and would definitely go back."
Ashley H.,"Westminster, CA",10/24/2018,5.0,"We were recommended to this restaurant from a foodie friend, and it did not disappoint. Luckily, we were able to make a reservation a little less than a week in advance. Ambiance - (5/5) It's a beautiful and elegant restaurant. It is very dimly lit but a nice place to have a celebration (birthday, anniversary, etc.). The only thing is that it is pretty hard to read the menu in the dark. Service - (5/5) For a restaurant of this caliber, I expected great service and it deliver. I think that my water was refilled a total of 10 times throughout the entire meal. We were checked on constantly by the staff who were friendly and helpful. Food:Crab Toast with Lemon Aioli - (5/5) This was extremely tasty and loaded with shredded crab meat. The lemon aioli was the perfect touch of citrus and balanced the richness of the crab meat well.Shaved raw fluke, ocean herbs, and fermented green chili - (5/5) This was probably my favorite dish of the night. It was so light and refreshing yet each bite was an explosion of flavor. It was perfectly balanced with fresh herbs and the bits of fruit in the dish were delicious. It was sweet, salty, and sour in the perfect amounts. Line caught Tuna sashimi - (3.5/5) I don't personally like tuna very much. It was really good and like the other sushi dish, it was very refreshing but the flavors weren't as good as the fluke so I would choose that dish over this one. Black sea bass with chilies and herbs - (4/5) The sea bass was cooked perfectly, extremely fresh, and melted in your mouth. While the fish was delicious, the dish is essentially in a soup. I would have preferred the fish to be prepared differently. Sundae with Salted Caramel Ice Cream - (4.5/5) This was incredibly tasty and very salty (in a good way). It's not overly sweet but extremely tasty. The candied peanuts and popcorn were a perfect addition. The whipped cream and hot fudge was delicious. A perfect ending to the meal!"
Darya S.,"Manhattan, NY",2/18/2019,4.0,"ABC Kitchen doesn't need any more rave reviews, so I'll keep this short (because I still have things to say, dammit!). - this is the most enormous restaurant ever; I kept on walking and it kept on going. That's great, because it means you'll almost always be seated. There's also a variety of seating options, whether high-top and stool, or round family table, or bar, or regular two- or four-person tables. - taste is not lost on them. The decor is so unique and carefully thought out. Every corner is dripping with style, all within the uniform modern rustic theme.  - customer service is very professional and chivalrous, although slow. - had the mushroom appetizer, the sea bass entree, and the Brussel sprouts side. Everything tasted perfect, though portion sizes were way small, especially for the price, so keep the quality-over-quantity thing in mind when coming here. It's more about the exquisite presentation and the quality ingredients at ABCK. Also tried the kale salad with salmon added to it, which was actually a big portion and very lemony delicious. - special note to not sleep on the vegetables! There's definitely a special vegetable situation happening here! - coffee was great and was refilled as well. They have almond milk, score! Their iced tea looked great, too, though I didn't try it. - love how it's got the home decor extension, so you can take a fun walk after your meal!"
Melissa D.,"Near West Side, Chicago, IL",10/15/2018,5.0,"Chic, modern and rustic restaurant where the food is fresh fresh fresh!!I had made reservations 30 days in advance (crazy but necessary). We arrived to the restaurant early and were not seated until 20 minutes after our reservation time, which was a little frustrating but luckily things turned around from there. We enjoyed a drink in the beautiful bar area until we were seated. The dining room is gorgeous, with lots of white wood, glass, dim lighting and rustic yet modern décor.  To start we ordered the Roast Carrot and Avocado Salad at the recommendation of a friend. I know this does not sound exciting, but it was the most fresh, delicious salad I have had in a long time. Order it! The carrots were roasted perfectly, fresh avocado, crispy seeds, large croutons with a citrus dressing-perfection! They also start you off with complimentary bread as well. We all shared the Fried Organic Chicken, which was special too and not your ordinary fried chicken. The breading was extremely light and crispy, chicken was perfect and juicy as well all sitting in a decadent butter sauce. My other favorite of the night was the Winter Squash Campanelle with parmesan and nutmeg-a perfect dish for fall. I kept having ""one last bite"" and couldn't stop! We also had on the side, the Mashed Potatoes with sea salt, and those were fantastic as well. Rich and decadent!Before arriving I wasn't all that excited about the menu choices and not sure if ABC Kitchen would live up to the hype, but it definitely went beyond my expectations with it's extraordinary twists on their dishes. It was my favorite food while visiting NYC!"
Lauren H.,"New York, NY",3/29/2019,4.0,"Fun, modern and romantic atmosphere.  Crab toast is five stars - wonderful ratio of flavorful crab on perfectly toasted bread.  It is simple and refreshing.  Wasn't as big of a fan of the spinach ricotta pizza, although the texture of the crust was divine, in my opinion the flavor was a little too yeasty and the cheese was a little too strong.  Sea bass was delicious - outside had a nice crust on it and the lemon added a good twist.  The almond cake itself was five stars! However, I think that it would be better paired with a creamier ice cream/sorbet.  The almond and pear garnish enhanced, but the pear sorbet didn't really compliment the cake - it was a little too icy and overpowering.  Perhaps a lighter pear ice cream (or even vanilla or milk flavored) would bring the dish to five stars in my mind.  Will definitely be back to try other items on the menu."
Rachel C.,"Boston, MA",5/27/2019,5.0,Sitting in the restaurant as I am writing this review. Absolutely delicious. Ordered the crab toast and a side of asparagus - the portion sizes are decent so both filled me up. The flavors are top notch and all the food is very fresh. Service is great too!
Serena S.,"New York, NY",10/4/2018,4.0,"I've been here twice before. The first time I came with my friend and our meal was very rushed. We came on a Friday night and they had us in and out within 45 minutes. We felt like we couldn't enjoy our meal. We ordered drinks, appetizers, and mains and they still rushed us through it very quickly. The food was good, but the overall experience that time was a 3/5. The next time I came was on a Thursday and it was definitely a 5/5! We sat there for about 3 hours and enjoyed our meal. The appetizers, wine, and main dishes were all Delicious. Good portions and tasty food! The service was also great and the server was very patient with us while we took our time with ordering and eating! I would recommended the ricotta ravioli and toast with heirloom tomatoes"
Valerie N.,"Manhattan, NY",11/5/2018,4.0,"Strong 4.5 stars! Came in for brunch and reservations were easy to get. The ambiance is lovely and upscale, but not stuffy. I loved the decor with the exposed wood ceiling and the light, open feeling. Service is great too. I had the tuna sashimi appetizer and while the portion is small, the flavor is great! Eggs Benedict with salmon: so so good! The portion was generous for me. There were also potatoes which were good. Freshly squeezed OJ: very good and fresh! Yay! I would certainly come back!"
